Chromosome_MM1S_Pol2_DMSO	TSSR_Start_MM1S_Pol2_DMSO	TSSR_End_MM1S_Pol2_DMSO	GeneBody_Start_MM1S_Pol2_DMSO	GeneBody_End_MM1S_Pol2_DMSO	Strand_MM1S_Pol2_DMSO	Symbol_MM1S_Pol2_DMSO	IsOverlapped_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_DMSO	reads.Promoter_MM1S_Pol2_DMSO	reads.TSSR_MM1S_Pol2_DMSO	reads.GeneBody_MM1S_Pol2_DMSO	reads.TESR_MM1S_Pol2_DMSO	iRatio_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_JQKD82	reads.Promoter_MM1S_Pol2_JQKD82	reads.TSSR_MM1S_Pol2_JQKD82	reads.GeneBody_MM1S_Pol2_JQKD82	reads.TESR_MM1S_Pol2_JQKD82	iRatio_MM1S_Pol2_JQKD82
chr1	11106996	11107326	11086579	11106996	-	MASP2	N	0.397972907124062	2	1	155	119	0.642857142857143	0.925287009063444	3	3	200	143	0.428571428571429
chr1	11119791	11120121	11114648	11119791	-	SRM	N	4.8755405485457	94	80	255	122	0.502645502645503	4.10511315054438	74	56	212	198	0.56390977443609
chr1	11159667	11159997	11126669	11159667	-	EXOSC10	Y	15.4619349334228	29	67	432	71	0.189075630252101	12.7624222993235	32	69	539	48	0.202040816326531
chr1	11159701	11160031	11160031	11162162	+	LOC105376736	Y	12.4918062803259	69	64	33	31	0.461538461538462	10.7351460221551	75	70	42	34	0.458752515090543
chr1	11322308	11322638	11166587	11322308	-	MTOR	Y	15.1761036935971	32	46	1426	40	0.300911854103343	14.6365088956026	36	49	1575	39	0.317142857142857
chr1	11203924	11204254	11204254	11209595	+	MTOR-AS1	Y	1.4033889399711	14	4	46	46	1.28571428571429	0.744875668138508	14	3	65	36	1.60714285714286
chr1	11249315	11249645	11249645	11256038	+	ANGPTL7	Y	1.20732628398792	8	4	64	38	0.771428571428571	0.864950173603283	5	3	67	36	0.642857142857143
chr1	11333224	11333554	11333554	11348491	+	UBIAD1	N	13.1565159506375	19	86	295	48	0.0985221674876847	12.751387133759	24	102	361	58	0.104022191400832
chr1	11539264	11539594	11539594	11597640	+	DISP3	N	14.8961728236653	30	22	259	24	0.577639751552795	25.1324398175765	50	45	314	18	0.475155279503106
chr1	11669557	11669887	11669887	11673411	+	LOC101929181	N	0	2	0	23	20	1.28571428571429	1.77492447129909	2	4	24	19	0.257142857142857
chr1	11714588	11714918	11708417	11714588	-	FBXO2	Y	2.944188265225	13	6	38	18	0.857142857142857	4.77004145296143	18	11	43	20	0.678571428571429
chr1	11714401	11714731	11714731	11723384	+	FBXO44	Y	3.15543285758933	4	7	58	34	0.267857142857143	2.58577072474353	6	9	91	68	0.3
chr1	11724119	11724449	11724449	11734409	+	FBXO6	N	2.67499160792212	6	8	90	46	0.333333333333333	2.57945619335347	11	12	140	52	0.395604395604396
chr1	11751378	11751708	11734536	11751378	-	MAD2L2	N	0.302888073658466	1	1	168	52	0.428571428571429	0	4	0	192	62	2.14285714285714
chr1	11751750	11752080	11752080	11780336	+	DRAXIN	N	0.85368580060423	3	1	100	19	0.857142857142857	0	2	0	105	11	1.28571428571429
chr1	11796111	11796441	11796441	11810828	+	AGTRAP	N	5.92749244712991	7	27	198	20	0.122448979591837	7.24471299093656	22	57	342	73	0.169950738916256
chr1	11822219	11822549	11822549	11849642	+	C1orf167	Y	1.80562466678514	1	3	136	37	0.214285714285714	0.998231523100729	4	2	164	55	0.714285714285714
chr1	11839376	11839706	11837133	11839376	-	LOC102724659	Y	0	4	0	8	13	2.14285714285714	0	3	0	8	19	1.71428571428571
chr1	11865860	11866190	11845786	11865860	-	MTHFR	Y	13.5071043153604	52	51	229	23	0.436813186813187	14.5488797303669	33	83	346	37	0.173469387755102
chr1	11866122	11866452	11866452	11903201	+	CLCN6	Y	9.27499870098057	90	34	407	32	1.11428571428571	3.83734528798363	145	15	434	41	3.91071428571429
chr1	11900345	11900675	11900675	11907673	+	NPPA-AS1	Y	0.325307924703695	9	1	65	41	2.14285714285714	0.251726370306431	12	1	84	38	2.78571428571429
chr1	11907540	11907870	11905766	11907540	-	NPPA	Y	0.487503433122768	10	1	11	40	2.35714285714286	0.846716489107966	14	3	19	49	1.60714285714286
chr1	11918692	11919022	11917520	11918692	-	NPPB	N	0.44297583081571	5	1	8	21	1.28571428571429	1.18126888217523	6	2	6	19	1
chr1	11986185	11986515	11979644	11986185	-	KIAA2013	N	5.60880215562995	48	21	74	36	0.954545454545455	3.14432848118649	52	14	88	47	1.51428571428571
chr1	11994693	11995023	11995023	12035599	+	PLOD1	N	10.9351800632597	26	19	213	35	0.578571428571429	15.2234859704204	43	38	306	27	0.483516483516484
chr1	12040207	12040537	12040537	12073572	+	MFN2	N	10.8224074545918	8	45	415	33	0.0838509316770186	10.2164283845184	24	52	508	32	0.202156334231806
chr1	12079268	12079598	12079598	12092106	+	MIIP	Y	17.3355691676599	28	50	109	29	0.243697478991597	22.0450654582075	53	77	132	36	0.296703296703297
chr1	12123403	12123733	12123733	12204264	+	TNFRSF8	N	1.2738172442701	2	2	382	16	0.428571428571429	2.02187612456168	11	3	361	18	1.28571428571429
chr1	12227029	12227359	12227359	12269277	+	TNFRSF1B	Y	22.558374244713	37	57	320	24	0.280788177339901	28.6350115141656	70	97	429	52	0.310495626822157
chr1	12290065	12290395	12290395	12572098	+	VPS13D	Y	7.23409063444109	8	17	2000	14	0.214285714285714	5.80651696377567	17	14	2052	39	0.514285714285714
chr1	12677437	12677767	12627938	12677437	-	DHRS3	Y	1.65245113585151	3	2	181	14	0.571428571428572	1.4379502672554	7	2	208	16	1.14285714285714
chr1	12704535	12704865	12704865	12727097	+	AADACL4	N	1.3993580060423	1	2	96	11	0.285714285714286	0.920125812192195	0	1	73	12	0.214285714285714
chr1	12776087	12776417	12776417	12788726	+	AADACL3	N	0.808485485354	0	1	46	13	0.214285714285714	1.77096820601352	2	2	42	22	0.428571428571429
chr1	12806103	12806433	12806433	12821102	+	C1orf158	N	1.50238107429976	10	2	59	14	1.57142857142857	5.54003021148036	5	7	56	15	0.321428571428571
chr1	12834960	12835290	12835290	12838048	+	PRAMEF12	N	2.08383685800604	4	2	8	4	0.714285714285714	0	5	0	12	13	2.57142857142857
chr1	12851515	12851845	12851845	12856777	+	PRAMEF1	N	0	1	0	12	15	0.857142857142857	0	0	0	6	17	0.428571428571429
chr1	12890964	12891294	12884617	12890964	-	PRAMEF11	N	0	1	0	2	1	0.857142857142857	4.79456193353474	3	1	4	2	0.857142857142857
chr1	12907857	12908187	12907229	12907857	-	HNRNPCL4	Y	0	4	0	1	4	2.14285714285714	0	2	0	1	4	1.28571428571429
chr1	12907935	12908265	12907229	12907935	-	HNRNPCL3	Y	0	4	0	1	4	2.14285714285714	0	2	0	1	4	1.28571428571429
chr1	12908309	12908639	12907229	12908309	-	HNRNPCL1	Y	6.53172205438066	1	4	2	4	0.171428571428571	3.26586102719033	1	1	1	4	0.428571428571429
chr1	12916910	12917240	12917240	12921764	+	PRAMEF2	N	0	1	0	5	3	0.857142857142857	0	1	0	5	0	0.857142857142857
chr1	12945725	12946055	12939032	12945725	-	PRAMEF4	N	0	0	0	1	1	0.428571428571429	0	0	0	3	0	0.428571428571429
chr1	12976436	12976766	12976766	12980300	+	PRAMEF8	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	12976436	12976766	12976766	12980300	+	PRAMEF7	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13007106	13007436	12998301	13007106	-	PRAMEF6	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13002053	13002383	12998504	13002053	-	PRAMEF9	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13002053	13002383	12998504	13002053	-	PRAMEF27	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13035468	13035798	13035798	13039011	+	PRAMEF18	Y	0	0	0	2	0	0.428571428571429	0	0	0	4	0	0.428571428571429
chr1	13035512	13035842	13035842	13038381	+	PRAMEF22	Y	0	0	0	0	2	0.428571428571429	0	0	0	0	4	0.428571428571429
chr1	13112402	13112732	13052239	13112402	-	PRAMEF25	Y	0	0	0	0	0	0.428571428571429	0	0	0	1	1	0.428571428571429
chr1	13112402	13112732	13052393	13112402	-	PRAMEF26	Y	0	0	0	0	0	0.428571428571429	0	0	0	1	1	0.428571428571429
chr1	13117451	13117781	13108513	13117451	-	PRAMEF5	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13166893	13167223	13161985	13166893	-	PRAMEF36P	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13166893	13167223	13161985	13166893	-	PRAMEF34P	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13184026	13184356	13182959	13184026	-	HNRNPCL2	N	0	0	0	0	2	0.428571428571429	0	0	0	0	1	0.428571428571429
chr1	13698105	13698435	13328195	13698105	-	PRAMEF18	Y	0	0	0	2	0	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13359788	13360118	13360118	13369057	+	PRAMEF5	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13359802	13360132	13360132	13368936	+	PRAMEF6	Y	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0.428571428571429
chr1	13611233	13611563	13386914	13611233	-	PRAMEF8	Y	0	0	0	0	1	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13611233	13611563	13386914	13611233	-	PRAMEF7	Y	0	0	0	0	1	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13409097	13409427	13409427	13635299	+	PRAMEF10	Y	0	0	0	0	0	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13409104	13409434	13409434	13635299	+	PRAMEF33P	Y	0	0	0	0	0	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13421145	13421475	13421475	13648987	+	PRAMEF15	Y	0	0	0	0	0	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13673211	13673541	13447413	13673211	-	PRAMEF14	Y	0	0	0	0	0	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13673211	13673541	13447413	13673211	-	PRAMEF13	Y	0	0	0	0	0	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13698105	13698435	13474052	13698105	-	PRAMEF19	Y	0	0	0	0	0	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13495227	13495557	13495557	13719089	+	PRAMEF17	Y	0	0	0	0	2	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13516035	13516365	13516365	13747803	+	PRAMEF20	Y	0	0	0	2	0	0.428571428571429	0	0	0	1	0	0.428571428571429
chr1	13839942	13840272	13801444	13839942	-	LRRC38	N	3.00157879348991	1	4	155	13	0.171428571428571	1.68566924996716	1	2	138	13	0.285714285714286
chr1	13910221	13910551	13910551	13944452	+	PDPN	N	0.775931520644512	3	1	132	22	0.857142857142857	1.67906492991927	4	2	122	15	0.714285714285714
chr1	14026704	14027034	14027034	14151574	+	PRDM2	N	5.58690847353519	23	26	1751	32	0.380952380952381	3.89298290308413	19	20	1933	38	0.408163265306122
chr1	14925182	14925512	14925512	15444544	+	KAZN	Y	2.23531793114883	3	4	2806	17	0.342857142857143	1.04468722764884	3	2	3002	15	0.571428571428572
chr1	15478660	15478990	15438310	15478660	-	TMEM51-AS1	Y	2.85161039557605	4	4	171	21	0.428571428571429	4.01889047508383	8	6	182	22	0.551020408163265
chr1	15478997	15479327	15479327	15546976	+	TMEM51	Y	1.05623082507787	5	2	387	26	0.857142857142857	1.40628897696721	9	3	436	31	1.07142857142857
chr1	15497820	15498150	15490691	15497820	-	C1orf195	Y	1.50284549989461	4	3	43	15	0.535714285714286	0.615451014242555	7	1	35	28	1.71428571428571
chr1	15573737	15574067	15574067	15724622	+	FHAD1	N	3.1807829632603	2	5	715	19	0.214285714285714	5.78201648829945	7	9	708	21	0.342857142857143
chr1	15736360	15736690	15736690	15756839	+	EFHD2	N	11.6429762435409	20	35	183	37	0.25	22.0520685615636	35	71	196	46	0.214285714285714
chr1	15764907	15765237	15765237	15773153	+	CTRC	N	0	1	0	33	14	0.857142857142857	0.771562225903908	3	1	31	18	0.857142857142857
chr1	15783192	15783522	15783522	15798586	+	CELA2A	N	0	4	0	46	9	2.14285714285714	0.858747078606852	13	1	53	10	3
chr1	15802565	15802895	15802895	15817895	+	CELA2B	Y	0.855098899846092	3	1	53	23	0.857142857142857	0	3	0	42	27	1.71428571428571
chr1	15850985	15851315	15817895	15850985	-	CASP9	Y	5.38315128979782	32	14	260	13	0.942857142857143	3.0409980127049	55	8	263	15	2.66666666666667
chr1	15853277	15853607	15853607	15898228	+	DNAJC16	Y	11.7713223332559	25	42	481	112	0.259136212624585	14.1048344447349	31	52	497	135	0.258760107816712
chr1	15911305	15911635	15898193	15911305	-	AGMAT	Y	9.03747167673716	43	73	320	71	0.254826254826255	7.44667560139018	32	75	399	80	0.18609022556391
chr1	15943922	15944252	15944252	15987552	+	DDI2	Y	26.3859436437226	43	95	471	58	0.196428571428571	33.321752265861	73	108	424	49	0.290956749672346
chr1	15986177	15986507	15986507	15988525	+	RSC1A1	Y	1.0166163141994	8	4	24	62	0.771428571428571	1.52492447129909	8	7	28	48	0.482142857142857
chr1	16010796	16011126	16011126	16061264	+	PLEKHM2	N	12.0939993125531	31	40	501	28	0.334494773519164	9.42084938266721	43	38	611	65	0.483516483516484
chr1	16062778	16063108	16063108	16067887	+	SLC25A34	N	0.577643504531722	7	1	25	18	1.71428571428571	3.04022897121959	21	8	38	16	1.04761904761905
chr1	16068956	16069286	16069286	16074292	+	TMEM82	N	1.68076535750252	4	2	18	5	0.714285714285714	0.889816953971921	4	1	17	13	1.07142857142857
chr1	16085224	16085554	16085554	16113084	+	FBLIM1	N	1.00211116368798	2	1	83	13	0.642857142857143	0.831752265861027	2	1	100	15	0.642857142857143
chr1	16133894	16134224	16133656	16133894	-	UQCRHL	N	0.722054380664653	3	1	1	19	0.857142857142857	0	3	3	0	16	0.428571428571429
chr1	16174342	16174672	16160709	16174342	-	FLJ37453	Y	3.59915525181122	71	72	824	58	0.422700587084149	3.27901572185982	82	89	1118	83	0.395238095238095
chr1	16174328	16174658	16174658	16266950	+	SPEN	Y	10.9837687674158	98	70	1777	128	0.597585513078471	13.458780191667	170	92	1906	187	0.788018433179724
chr1	16197613	16197943	16197943	16231962	+	MIR5096	Y	0.807697101715941	12	4	509	58	1.11428571428571	0.420365874001446	8	2	489	60	1.28571428571429
chr1	16302327	16302657	16268363	16302327	-	ZBTB17	N	8.25137820412994	21	39	485	148	0.235714285714286	8.23007640514317	26	47	586	188	0.241071428571429
chr1	16330700	16331030	16331030	16333190	+	C1orf64	N	3.26435045317221	5	1	2	21	1.28571428571429	1.08811681772407	3	1	6	17	0.857142857142857
chr1	16344985	16345315	16340522	16344985	-	HSPB7	N	1.68580060422961	5	2	16	27	0.857142857142857	0	2	0	29	21	1.28571428571429
chr1	16348455	16348785	16348785	16360545	+	CLCNKA	N	0	1	0	36	3	0.857142857142857	0.888293051359517	0	1	40	4	0.214285714285714
chr1	16370200	16370530	16370530	16383821	+	CLCNKB	N	2.93832436813794	2	3	41	6	0.321428571428571	6.92363787894572	1	5	29	4	0.142857142857143
chr1	16399827	16400157	16384263	16399827	-	FAM131C	N	1.67943461372464	20	2	56	13	3	7.09798780140227	26	8	53	13	1.28571428571429
chr1	16482282	16482612	16450831	16482282	-	EPHA2	N	0.856046378704989	4	1	111	24	1.07142857142857	0.840895115365078	4	1	113	9	1.07142857142857
chr1	16538804	16539134	16524598	16538804	-	ARHGEF19	N	0.546770065618566	6	2	157	20	1	0	2	0	181	16	1.28571428571429
chr1	16563359	16563689	16558181	16563359	-	RSG1	N	10.9525679758308	42	21	30	30	0.837662337662338	14.2659498844855	69	31	34	18	0.9375
chr1	16678686	16679016	16573334	16678686	-	FBXO42	N	16.1840852066158	31	42	826	48	0.318936877076412	24.9302056455273	58	73	932	95	0.341698841698842
chr1	16693494	16693824	16693824	16724643	+	SZRD1	N	6.76641705206588	17	46	633	91	0.164133738601824	7.53110005331438	21	55	680	109	0.168367346938776
chr1	16763619	16763949	16725137	16763619	-	SPATA21	N	1.21529100918976	3	3	287	84	0.428571428571429	0	4	0	272	126	2.14285714285714
chr1	16767136	16767466	16767466	16786584	+	NECAP2	N	8.71004172061574	5	19	126	19	0.128571428571429	17.9259297843525	16	54	174	48	0.132467532467532
chr1	16818896	16819226	16793930	16818896	-	CROCCP3	N	0.785718781470292	4	1	96	28	1.07142857142857	0.58472095365231	6	1	129	39	1.5
chr1	16863183	16863513	16860336	16863183	-	LOC440570	Y	0	0	0	0	8	0.428571428571429	0	1	1	0	7	0.428571428571429
chr1	16861847	16862177	16860385	16861847	-	LOC100132147	Y	0	0	0	0	8	0.428571428571429	0	0	0	0	7	0.428571428571429
chr1	16865188	16865518	16865518	16866530	+	FAM231B	N	0	0	0	0	2	0.428571428571429	0	0	0	0	1	0.428571428571429
chr1	16939800	16940130	16888921	16939800	-	NBPF1	N	8.73970637270256	17	17	299	17	0.428571428571429	12.9504332525481	35	23	273	16	0.642857142857143
chr1	16957101	16957431	16944750	16957101	-	CROCCP2	N	0.742631254603117	21	4	201	141	1.88571428571429	1.26737730148777	20	9	265	154	0.9
chr1	16972038	16972368	16972368	16976915	+	MST1P2	N	0	16	0	3	4	7.28571428571429	2.74803625377643	43	1	5	4	9.42857142857143
chr1	16999467	16999797	16999797	17000007	+	FAM231A	Y	0	0	0	0	5	0.428571428571429	0	0	0	0	3	0.428571428571429
chr1	16999467	16999797	16999797	17000152	+	FAM231C	Y	0	0	0	0	5	0.428571428571429	0	0	0	0	3	0.428571428571429
chr1	17046352	17046682	17017712	17046352	-	ESPNP	N	0.660524434399576	8	1	131	15	1.92857142857143	0	3	0	137	27	1.71428571428571
chr1	17060656	17060986	17060301	17060656	-	FAM231C	N	0	0	0	0	11	0.428571428571429	0	0	0	0	13	0.428571428571429
chr1	17090675	17091005	17081128	17090675	-	MST1L	Y	0	2	0	9	1	1.28571428571429	0	1	0	0	1	0.857142857142857
chr1	17086252	17086582	17083555	17086252	-	LOC102724562	Y	0	0	0	1	6	0.428571428571429	0	0	0	0	1	0.428571428571429
chr1	17215861	17216191	17215032	17215861	-	LOC105376805	N	0	0	1	0	11	0.214285714285714	1.00302114803625	6	2	5	25	1
chr1	17248414	17248744	17248744	17299474	+	CROCC	N	1.51000848302651	6	2	203	8	1	2.25390972098809	9	4	272	10	0.857142857142857
chr1	17307781	17308111	17300998	17307781	-	MFAP2	N	1.07870885673398	4	1	19	12	1.07142857142857	1.7079556898288	5	2	24	16	0.857142857142857
chr1	17338167	17338497	17312452	17338167	-	ATP13A2	N	0.647432024169184	7	1	120	13	1.71428571428571	2.33659677895645	7	4	133	13	0.685714285714286
chr1	17380365	17380695	17345224	17380365	-	SDHB	N	9.15251588707157	11	40	464	36	0.125435540069686	11.2570236981113	11	51	481	45	0.0989010989010989
chr1	17445648	17445978	17393255	17445648	-	PADI2	N	0	1	0	195	18	0.857142857142857	0.947844492284314	2	1	167	15	0.642857142857143
chr1	17531590	17531920	17531920	17572501	+	PADI1	N	2.11386602771122	3	2	116	5	0.571428571428572	0.965387634702762	2	1	127	16	0.642857142857143
chr1	17575562	17575892	17575892	17610727	+	PADI3	Y	0.701631419939577	2	1	150	19	0.642857142857143	3.53763741146005	3	4	119	10	0.342857142857143
chr1	17634659	17634989	17634989	17690495	+	PADI4	N	2.22603801834077	2	3	226	9	0.321428571428571	0	3	0	184	13	1.71428571428571
chr1	17698660	17698990	17698990	17728195	+	PADI6	N	0	1	0	114	25	0.857142857142857	0	0	0	94	35	0.428571428571429
chr1	17765950	17766280	17733250	17765950	-	RCC2	N	6.49819303687687	15	59	897	72	0.114285714285714	7.90756878697998	21	79	987	89	0.117857142857143
chr1	17866299	17866629	17866629	18024370	+	ARHGEF10L	N	0	2	0	481	11	1.28571428571429	1.17960874637313	3	1	404	8	0.857142857142857
chr1	18081777	18082107	18082107	18153558	+	ACTL8	N	0.884701104452479	2	1	244	16	0.642857142857143	1.98955824411433	3	2	217	14	0.571428571428572
chr1	18392120	18392450	18392450	18400905	+	LOC101927876	N	1.892357614412	8	2	27	15	1.28571428571429	1.419268210809	6	1	18	10	1.5
chr1	18434209	18434539	18434539	18704977	+	IGSF21	N	0	1	0	888	20	0.857142857142857	1.02129531722054	1	1	800	14	0.428571428571429
chr1	18807393	18807723	18807723	18812480	+	KLHDC7A	N	0	0	0	8	12	0.428571428571429	0	2	0	9	13	1.28571428571429
chr1	18957469	18957799	18957799	19075360	+	PAX7	N	0.855836639609799	1	1	415	18	0.428571428571429	2.00097017148206	5	2	355	11	0.857142857142857
chr1	19185855	19186185	19166092	19185855	-	TAS1R2	N	2.59608564297911	4	3	69	15	0.535714285714286	0	4	0	56	13	2.14285714285714
chr1	19228993	19229323	19197923	19228993	-	ALDH4A1	Y	16.3037525838766	61	33	190	20	0.781512605042017	12.6851473830326	60	30	222	18	0.84331797235023
chr1	19282526	19282856	19230773	19282526	-	IFFO2	N	4.87630921480545	78	31	994	121	1.05803571428571	3.69346052287271	101	27	1143	131	1.56122448979592
chr1	19536446	19536776	19400999	19536446	-	UBR4	N	18.9956946950803	138	83	1788	69	0.709183673469388	32.5859390598763	191	147	1846	72	0.555984555984556
chr1	19536849	19537179	19537179	19567198	+	LOC101927895	Y	13.5041985071974	137	81	544	53	0.721254355400697	17.3542585117453	204	115	601	51	0.757389162561576
chr1	19577753	19578083	19542157	19577753	-	EMC1	Y	17.2551630067187	176	86	536	85	0.87192118226601	21.4335558701118	219	114	572	113	0.819875776397516
chr1	19578044	19578374	19578374	19586622	+	MRTO4	N	6.24393631235643	85	115	459	124	0.317733990147783	7.91232352704674	117	167	526	199	0.301020408163265
chr1	19600268	19600598	19592475	19600268	-	AKR7L	N	0	2	0	32	60	1.28571428571429	0	1	0	41	84	0.857142857142857
chr1	19614980	19615310	19609056	19614980	-	AKR7A3	N	2.23753776435045	11	2	16	24	1.71428571428571	2.33482201497439	2	3	23	18	0.321428571428571
chr1	19621930	19622260	19619740	19621930	-	LOC100506730	N	2.40703103542983	7	4	11	44	0.685714285714286	0.348386070917475	5	1	19	24	1.28571428571429
chr1	19638340	19638670	19629201	19638340	-	AKR7A2	N	18.7497668867256	67	55	81	38	0.520408163265306	21.073302591827	75	58	76	41	0.552058111380145
chr1	19638709	19639039	19639039	19658922	+	PQLC2	N	10.2981441519206	64	48	280	54	0.568513119533528	7.90427730958817	68	50	380	71	0.579831932773109
chr1	19811835	19812165	19665266	19811835	-	CAPZB	N	7.435715322836	80	29	1727	46	1.15714285714286	11.7825504218937	150	55	2067	75	1.15561224489796
chr1	19923026	19923356	19918295	19923026	-	LOC105378614	N	16.4252747959118	222	54	47	14	1.73766233766234	14.9768378650554	287	66	63	13	1.84221748400853
chr1	19923440	19923770	19923770	19956315	+	MINOS1	Y	15.8138251809358	89	124	771	27	0.308571428571429	16.7925662235001	102	159	931	24	0.275892857142857
chr1	19923440	19923770	19923770	19984949	+	MINOS1-NBL1	Y	25.4943223252422	89	124	899	18	0.308571428571429	28.0693219297258	102	159	1047	19	0.275892857142857
chr1	19934270	19934600	19934600	19935138	+	RPS14P3	Y	2.03549848942598	14	20	16	103	0.306122448979592	1.99026518966096	17	11	9	142	0.642857142857143
chr1	19969692	19970022	19970022	19984949	+	NBL1	Y	0	4	0	69	18	2.14285714285714	0.8351795904666	2	1	54	19	0.642857142857143
chr1	19991749	19992079	19992079	20007459	+	HTR6	N	0	4	0	60	18	2.14285714285714	1.4521336858006	2	2	64	15	0.428571428571429
chr1	20126110	20126440	20008705	20126110	-	TMCO4	N	10.2811856911423	21	16	552	28	0.554621848739496	13.9381114959186	39	29	738	23	0.571428571428571
chr1	20141471	20141801	20140521	20141471	-	RNF186	N	2.87311178247734	3	3	3	15	0.428571428571429	7.18277945619335	17	5	2	15	1.28571428571429
chr1	20208857	20209187	20209187	20239437	+	OTUD3	N	15.6394009402717	14	32	187	23	0.194805194805195	26.8802203660921	14	55	187	23	0.114795918367347
chr1	20249810	20250140	20246799	20249810	-	PLA2G2E	N	1.29995684074234	2	1	7	11	0.642857142857143	2.27492447129909	4	2	8	19	0.714285714285714
